id,result
7,"[('屏幕', '没有漏光'), ('性能', '良好'), ('做工', '不错'), ('键盘', '不错')]"
7,"[('画质', '完美'), ('散热', '不错'), ('画质', '稳定'), ('触感', '大'), ('档次', '高'), ('屏幕素质', '高')]"
7,"[('做工', '扎实'), ('办公', '大'), ('外观', '大'), ('散热', '中规中矩'), ('屏幕', '惊艳')]"
7,"[('屏幕', '没有漏光'), ('散热', '好'), ('网卡', '不错'), ('游戏', '高'), ('屏幕', '惊艳'), ('内存', '满意')]"
7,"[('键盘', '好'), ('声音', '一般'), ('键盘', '顺畅'), ('性能', '还行'), ('玩游戏', '还行')]"
7,"[('屏幕', '漏光'), ('硬盘', '超快'), ('屏幕', '满意'), ('散热', '好'), ('外观', '不错'), ('外观', '惊艳'), ('性能', '不错'), ('硬盘', '大'), ('材质', '舒服')]"
7,"[('音质', '一般'), ('外观', '轻薄'), ('玩游戏', '高'), ('散热', '强劲'), ('价格', '高'), ('键盘手感', '不错'), ('做工', '好')]"
8,"[('传输', '快速'), ('快速', '大'), ('快速', '快速'), ('游戏', '高'), ('网络', '顺畅'), ('系统', '快捷')]"
8,"[('设置', '合理'), ('键盘', '不错'), ('角度', '不错'), ('散热', '好'), ('设置', '快速'), ('性能', '高端'), ('散热效果', '出色'), ('外观设计', '炫酷'), ('键程', '快')]"
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
9,"[('质感', '好'), ('散热', '不好'), ('续航', '好'), ('系统', '轻便'), ('手感', '挺好'), ('产品', '好'), ('鼠标', '好用'), ('外观', '精致'), ('性能', '不错'), ('系统', '给力')]"
9,"[('外观', '漂亮'), ('手感', '挺好'), ('外观', '时尚'), ('系统', '好用'), ('系统', '给力'), ('屏幕', '细腻')]"
9,"[('键盘', '大气'), ('手感', '挺好'), ('外观', '时尚'), ('鼠标', '灵敏'), ('键盘', '大'), ('屏幕', '很好'), ('手感', '舒服'), ('屏幕', '细腻')]"
9,"[('待机', '无压力'), ('续航', '高'), ('办公', '合适'), ('系统', '好'), ('携带', '方便'), ('系统', '惊艳'), ('系统', '好用'), ('系统', '流畅')]"
9,"[('续航', '不行')]"
9,"[('办公', '一般')]"
9,"[('设计', '大'), ('性能', '强大'), ('价格', '低'), ('体积', '大'), ('反应', '良好'), ('设计', '不错')]"
9,"[('散热效果', '不好'), ('外观', '精致'), ('屏幕', '好')]"
9,"[('性能', '满意'), ('续航', '强'), ('发热', '太贵'), ('办公', '好'), ('运行', '流畅'), ('系统', '流畅')]"
9,"[('系统', '流畅'), ('质感', '大气'), ('使用', '低')]"
9,"[('系统', '流畅'), ('设计', '高'), ('使用', '低')]"
9,[]
9,"[('做工', '一流'), ('性能', '好')]"
9,[]
9,[]
9,[]
9,[]
9,[]
9,[]
9,[]
10,"[('快速', '快速'), ('办公', '出色'), ('续航', '不错'), ('外观', '养眼'), ('散热效果', '不行'), ('设计', '舒适'), ('内存', '好'), ('性能', '快速'), ('定位', '高端')]"
10,"[('外观设计', '漂亮'), ('硬盘', '大')]"
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
10,[]
11,[]
11,[]
11,[]
11,[]
12,"[('画质', '细腻'), ('外观', '漂亮'), ('音质', '不错'), ('屏幕', '好'), ('携带', '好'), ('触摸', '非常不错'), ('操作系统', '流畅'), ('做工', '好'), ('物流', '给力')]"
12,"[('散热效果', '极差'), ('屏幕', '漂亮'), ('接口', '一般')]"
12,"[('屏幕', '惊艳'), ('散热', '比较差'), ('屏幕', '好'), ('散热', '不是很好'), ('屏幕', '轻薄'), ('设计', '不错'), ('散热', '不行')]"
12,"[('键盘手感', '非常不错'), ('待机', '一般'), ('屏幕', '霸气'), ('做工', '精致'), ('电影', '给力'), ('屏幕', '高'), ('发热', '大'), ('指纹识别', '好用'), ('办公', '简单'), ('办公', '方便'), ('开机速度', '快'), ('外观', '精致'), ('屏幕', '惊艳'), ('系统', '流畅'), ('价格', '稳定')]"
12,"[('系统', '流畅'), ('做工', '精致'), ('设计', '不错'), ('续航', '不错'), ('反应', '灵敏'), ('音质', '惊艳'), ('携带', '方便'), ('键盘手感', '不错'), ('运行', '流畅'), ('屏幕', '惊艳'), ('音质', '很赞'), ('触控屏', '很好')]"
12,"[('反应', '快'), ('散热', '一般'), ('屏幕', '漂亮'), ('屏幕', '好'), ('手感', '好'), ('系统', '流畅'), ('散热', '不是很好'), ('电池', '满意'), ('颜色', '艳丽')]"
12,"[('设计', '很赞'), ('屏幕', '大'), ('灵敏度', '高'), ('指纹识别', '快'), ('外观', '中规中矩'), ('设计', '一流'), ('接口', '一般'), ('鼠标', '方便')]"
12,"[('手感', '不好'), ('指纹识别', '快'), ('设计', '不错'), ('屏幕', '高'), ('运行', '流畅'), ('屏幕', '惊艳'), ('手感', '好')]"
12,"[('办公', '流畅'), ('画质', '清晰'), ('外观', '帅气'), ('物流', '满意'), ('续航', '轻薄'), ('携带', '方便'), ('外观', '惊艳'), ('做工', '精美'), ('屏幕', '清晰'), ('设计', '美观'), ('使用', '流畅'), ('开机速度', '快'), ('音质', '很赞'), ('物流', '给力'), ('音效', '惊艳')]"
12,"[('办公', '慢'), ('散热', '不错'), ('键盘', '不错'), ('办公', '轻薄'), ('价格', '轻薄'), ('玩游戏', '不错'), ('屏幕素质', '高'), ('性能', '不错'), ('屏幕', '很好'), ('音效', '惊艳')]"
12,"[('屏幕', '清晰'), ('音效', '很棒'), ('音质', '高'), ('音效', '灵敏'), ('音效', '好')]"
12,"[('屏幕', '好'), ('外观', '不错'), ('性能', '有待加强'), ('系统', '很好')]"
12,"[('上手', '清晰'), ('质感', '轻薄'), ('外观', '简洁'), ('物流', '快'), ('外观', '漂亮'), ('键盘', '舒适'), ('声音', '大'), ('色彩', '饱满'), ('屏幕', '清晰'), ('产品', '惊艳')]"
12,"[('插口', '有点问题'), ('质感', '很棒'), ('屏幕', '很赞'), ('外观', '漂亮'), ('携带', '方便'), ('续航', '一般'), ('系统', '流畅'), ('电池', '好'), ('接口', '一般')]"
12,"[('接口', '舒服'), ('屏幕', '好'), ('色彩', '饱满'), ('散热', '不是很好')]"
12,"[('做工', '精细'), ('声音', '大'), ('亮度', '一流'), ('性能', '好'), ('运行', '流畅'), ('电池', '满意')]"
12,"[('办公', '舒服'), ('散热', '快'), ('使用', '方便'), ('续航', '一般'), ('声音', '好'), ('外观', '精致'), ('屏幕', '惊艳'), ('立体感', '强'), ('散热', '精致'), ('设计', '很好'), ('按键', '舒适'), ('接口', '简洁')]"
12,"[('做工', '精细'), ('声音', '大'), ('设置', '好'), ('做工', '一流'), ('音质', '不错'), ('设计', '很棒'), ('键盘手感', '很好'), ('系统', '流畅')]"
12,"[('散热', '比较差'), ('设计', '不错'), ('外观', '大气'), ('电池', '强'), ('办公', '高'), ('指纹', '拉风'), ('屏幕', '惊艳'), ('键盘', '舒服'), ('键盘手感', '一般'), ('屏幕', '细腻')]"
12,"[('散热', '轻薄'), ('外观', '惊艳'), ('性能', '轻薄'), ('性能', '好'), ('音质', '很好'), ('屏幕', '不错'), ('价格', '高'), ('屏幕', '很好')]"
13,[]
13,[]
13,[]
13,[]
13,[]
13,[]
13,[]
13,[]
13,[]
13,[]
14,[]
14,[]
14,[]
14,[]
14,[]
14,[]
15,"[('屏幕', '舒服'), ('音效', '个性'), ('设计', '合理'), ('音效', '超棒'), ('声音', '大'), ('性能', '非常不错'), ('外观', '大'), ('做工', '精美'), ('做工', '挺好'), ('运行', '流畅'), ('音质', '很好'), ('按键', '舒服'), ('接口', '丰富'), ('颜色', '细腻'), ('造型', '舒服')]"
15,"[('散热', '还行'), ('性能', '流畅'), ('音质', '超棒'), ('设置', '好'), ('外观', '轻薄'), ('性能', '很好')]"
15,"[('背光', '酷炫'), ('游戏', '很棒'), ('做工', '精致'), ('性能', '非常不错'), ('厚度', '满意'), ('外观', '惊艳'), ('音效', '很棒'), ('屏幕', '好用'), ('键盘', '舒服'), ('鼠标', '很好')]"
15,"[('键盘手感', '舒服'), ('屏幕', '舒服'), ('快速', '快速'), ('屏幕', '完美'), ('价格', '不错'), ('音质', '不错'), ('屏幕', '好'), ('流畅度', '不错')]"
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
15,[]
16,"[('散热', '不行')]"
16,"[('声音', '一般'), ('做工', '垃圾'), ('办公', '方便')]"
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
16,[]
17,[]
17,"[('色彩', '高清')]"
17,"[('性能', '高')]"
17,"[('屏幕', '舒服'), ('系统', '舒服'), ('外观', '漂亮'), ('屏幕', '好'), ('系统', '高'), ('键盘', '舒服'), ('操作系统', '完美'), ('屏幕', '细腻')]"
17,"[('性能', '好'), ('反应', '快')]"
17,"[('散热', '好'), ('屏幕', '养眼')]"
17,"[('音质', '很好'), ('屏幕', '完美'), ('散热', '不错')]"
17,"[('散热', '好'), ('性能', '很好')]"
17,"[('做工', '完美')]"
17,[]
17,"[('插口', '低'), ('性能', '不怎么样'), ('发热', '快')]"
17,"[('色彩', '高清'), ('产品', '好')]"
17,"[('屏幕', '舒服'), ('散热', '不行'), ('外观', '舒服')]"
17,"[('色彩', '高清'), ('键盘', '大')]"
17,"[('键盘', '惊艳'), ('续航', '不行')]"
17,"[('系统', '轻便'), ('屏幕', '好'), ('发热', '有点问题'), ('性能', '不错'), ('系统', '给力'), ('系统', '流畅')]"
17,"[('系统', '一般'), ('外观', '优美'), ('价格', '好'), ('做工', '很好'), ('屏幕', '不错')]"
17,"[('散热', '一般')]"
17,"[('外观', '很棒'), ('性能', '强劲'), ('性能', '大'), ('使用', '好用'), ('使用', '频繁'), ('性能', '强大'), ('散热', '一般'), ('价格', '太贵'), ('内存', '强大'), ('使用', '大'), ('屏幕', '好'), ('操作', '快'), ('功能', '一般')]"
17,"[('设计', '光滑'), ('办公', '流畅'), ('指纹识别', '方便'), ('价格', '太贵'), ('滑动', '酷炫'), ('屏幕', '好用'), ('发热', '结实'), ('续航', '给力')]"
18,"[('手感', '很好'), ('游戏', '较好'), ('背光', '酷炫'), ('亮度', '很好'), ('键盘', '不错'), ('键盘手感', '很强'), ('游戏', '高'), ('设计', '炫酷'), ('触感', '很好'), ('性能', '好'), ('色彩', '丰富'), ('音质', '很好'), ('性能', '不错'), ('运行', '流畅'), ('发热', '中规中矩'), ('声音', '清晰')]"
18,"[('键盘', '不合理'), ('性能', '强劲'), ('按键', '生硬'), ('散热', '不错'), ('办公', '大'), ('声音', '大'), ('外观', '不错'), ('散热', '很好'), ('硬盘', '快'), ('外观', '酷炫'), ('音效', '不错'), ('散热', '慢')]"
18,"[('声音', '清脆'), ('屏幕', '舒服'), ('性能', '强劲'), ('颜色', '舒服'), ('键盘', '好'), ('声音', '一般'), ('物流', '满意'), ('散热', '很好'), ('待机', '大'), ('材质', '不错'), ('屏幕', '好'), ('键盘手感', '好'), ('做工', '好'), ('亮度', '一般'), ('手感', '不错'), ('做工', '不错'), ('背光', '大')]"
18,"[('做工', '别致'), ('材质', '好'), ('运行', '流畅'), ('体积', '很好'), ('手感', '很好'), ('屏幕', '舒服'), ('屏幕', '合适'), ('背光', '酷炫'), ('键盘', '不错'), ('散热', '好'), ('外观设计', '漂亮'), ('声音', '清晰'), ('色彩', '细腻'), ('外观', '漂亮'), ('发热', '中规中矩'), ('声音', '中规中矩'), ('屏幕', '完美'), ('做工', '细致'), ('键盘手感', '好'), ('使用', '流畅'), ('玩游戏', '很好'), ('硬盘', '满意')]"
18,"[('散热', '还行'), ('散热', '不错'), ('玩游戏', '流畅'), ('声音', '大'), ('外观', '不错'), ('续航', '好用'), ('使用', '一般'), ('系统', '简洁')]"
18,"[('性能', '强劲'), ('屏幕', '大'), ('散热', '还行'), ('亮度', '漏光'), ('功能', '高'), ('音质', '好'), ('噪音', '还行'), ('色彩', '丰富'), ('外观', '酷炫'), ('音效', '不错')]"
18,"[('声音', '大'), ('薄厚', '适中'), ('散热效果', '不错'), ('手感', '很棒'), ('游戏', '流畅'), ('玩游戏', '好用'), ('手感', '不错')]"
18,"[('亮度', '很好'), ('质感', '好'), ('系统', '不错'), ('触感', '很好'), ('系统', '清晰'), ('手感', '好'), ('手感', '不错'), ('外观设计', '好')]"
18,"[('运行', '流畅'), ('声音', '大'), ('键盘', '一般')]"
18,"[('手感', '很好'), ('音效', '满意'), ('玩游戏', '超棒'), ('快速', '快速'), ('画质', '清晰'), ('背光', '方便'), ('屏幕', '清晰'), ('触摸', '光滑'), ('产品', '很好'), ('散热', '出色'), ('屏幕', '好'), ('外观', '沉稳'), ('背光', '大')]"
18,"[('声音', '大'), ('使用', '舒服'), ('玩游戏', '给力'), ('外观', '漂亮')]"
18,"[('网卡', '稳定'), ('音效', '不是很好'), ('散热', '不错'), ('散热', '强'), ('声音', '大'), ('运行', '流畅'), ('色彩', '好')]"
18,"[('屏幕', '大'), ('画质', '清晰'), ('运行', '不错'), ('声音', '大'), ('设计', '精致'), ('系统', '不错'), ('玩游戏', '高'), ('内存', '漏光'), ('设置', '很好'), ('适配器', '一般'), ('外观', '酷炫'), ('运行', '流畅'), ('音效', '不错'), ('硬盘', '好'), ('散热', '慢')]"
18,"[('手感', '很好'), ('硬盘', '一般'), ('外观', '不错'), ('性能', '强大'), ('屏幕', '清晰'), ('发热', '大'), ('屏幕素质', '很好'), ('做工', '细致'), ('键盘', '流畅')]"
18,"[('游戏', '轻薄'), ('做工', '扎实'), ('触感', '良好'), ('声音', '一般'), ('屏幕', '高'), ('屏幕素质', '很好'), ('硬盘', '方便'), ('屏幕', '很棒'), ('运行', '稳定')]"
18,"[('外观', '还算可以')]"
18,[]
18,[]
18,"[('音质', '不错'), ('外观', '漂亮'), ('性能', '一般')]"
18,[]
19,"[('色彩', '不错'), ('续航', '很好'), ('键盘', '高'), ('续航', '耐用'), ('外观', '精致'), ('手感', '好'), ('功能', '方便')]"
19,"[('上手', '不错'), ('外观', '高'), ('使用', '好'), ('屏幕', '清晰'), ('发热', '大'), ('运行', '流畅'), ('音效', '很好'), ('操作', '方便'), ('键盘手感', '很好'), ('玩游戏', '方便'), ('键盘', '舒服')]"
19,"[('运行', '流畅'), ('使用', '灵活'), ('系统', '流畅')]"
19,"[('性能', '大'), ('质感', '不好'), ('待机', '超快'), ('系统', '完美'), ('屏幕', '漏光')]"
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
19,[]
21,"[('做工', '不错'), ('性能', '好')]"
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
21,[]
22,[]
22,[]
22,[]
23,"[('游戏', '轻薄'), ('声音', '大'), ('物流', '满意'), ('运行', '无压力'), ('性能', '不错')]"
23,"[('运行', '完美'), ('上手', '简单'), ('游戏', '轻薄'), ('画质', '完美'), ('玩游戏', '流畅'), ('外观', '漂亮'), ('声音', '大'), ('游戏', '轻巧'), ('系统', '还行'), ('背光', '不好'), ('性能', '不错'), ('面板', '舒适'), ('散热', '不是很好')]"
23,"[('屏幕', '惊艳'), ('设置', '好'), ('游戏', '轻巧'), ('背光', '不好'), ('使用', '流畅'), ('性能', '不错'), ('面板', '舒适')]"
23,"[('运行', '完美'), ('上手', '简单'), ('游戏', '轻薄'), ('画质', '完美'), ('外观', '漂亮'), ('声音', '大'), ('游戏', '轻巧'), ('系统', '还行'), ('背光', '不好'), ('性能', '不错'), ('面板', '舒适')]"
23,"[('运行', '完美'), ('屏幕', '大'), ('鼠标', '没反应'), ('反应', '快'), ('运行', '高'), ('屏幕', '完美'), ('声音', '不错'), ('鼠标', '不错'), ('手感', '好'), ('系统', '流畅'), ('内存', '大'), ('系统', '很棒')]"
23,"[('散热', '不错')]"
23,"[('声音', '大'), ('外观', '高')]"
23,"[('开机速度', '快')]"
23,"[('运行', '完美')]"
23,[]
23,"[('设计', '简单'), ('屏幕', '一般')]"
23,[]
23,[]
23,[]
23,[]
23,[]
23,[]
23,[]
23,[]
23,[]
24,"[('运行', '快'), ('系统', '简洁'), ('价格', '高'), ('按键', '舒服'), ('传输', '方便')]"
24,"[('声音', '清脆'), ('功能', '强大'), ('操作', '简单'), ('系统', '稳定'), ('使用', '简单'), ('使用', '良好'), ('设计', '方便'), ('续航', '强大'), ('设计', '一流'), ('外观', '美观'), ('产品', '好'), ('屏幕', '方便'), ('系统', '流畅'), ('响应', '快')]"
24,"[('按键', '舒服'), ('外观设计', '轻便'), ('续航', '便捷'), ('性能', '不错'), ('操作', '简单'), ('网络', '慢')]"
